Education,Marital_Status,Income,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,month_enroll,year_enroll,Generation,Age,Childrens,Compaigns_Engagement,Income_to_Spending_Ratio
Undergraduate,Alone,79146.0,33.0,245.0,16.0,223.0,21.0,43.0,16.0,2.0,8.0,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Gen X,58.0,2.0,0.0,140.32978723404256
Postgraduate,Partner,78285.0,13.0,647.0,79.5,391.0,120.5,67.0,40.0,1.0,6.0,4.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Millennials,37.0,0.0,0.0,54.859845830413455
PhD,Alone,31626.0,12.0,39.0,1.0,9.0,2.0,1.0,34.0,1.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Gen X,47.0,1.0,0.0,367.74418604651163
Undergraduate,Alone,75127.0,92.0,203.0,35.0,305.0,46.0,17.0,126.5,1.0,2.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Baby Boomers,73.0,0.0,0.0,90.18847539015606
Undergraduate,Partner,48726.0,90.0,138.0,3.0,38.0,4.0,0.0,59.0,3.0,3.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Baby Boomers,70.0,1.0,0.0,201.34710743801654
Undergraduate,Partner,74985.0,8.0,587.0,51.0,556.625,120.5,0.0,86.0,1.0,3.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,48.0,0.0,0.0,40.12038523274478
Undergraduate,Partner,67430.0,6.0,595.0,79.5,291.0,120.5,81.0,121.0,1.0,11.0,5.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Millennials,38.0,0.0,0.0,49.435483870967744
Postgraduate,Partner,46891.0,91.0,43.0,12.0,23.0,29.0,15.0,61.0,1.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,60.0,1.0,0.0,256.23497267759564
Postgraduate,Partner,62058.0,52.0,301.0,7.0,74.0,10.0,0.0,58.0,4.0,6.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Baby Boomers,69.0,1.0,0.0,137.90666666666667
Undergraduate,Partner,72063.0,3.0,180.0,32.0,348.0,76.0,32.0,90.0,2.0,5.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,Gen X,46.0,1.0,0.0,95.06992084432717
PhD,Partner,78939.0,57.0,794.0,79.5,243.0,120.5,0.0,126.5,1.0,8.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Baby Boomers,74.0,0.0,0.0,52.38155275381553
Undergraduate,Alone,42720.0,9.0,392.0,5.0,91.0,28.0,26.0,112.0,6.0,7.0,3.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Gen X,60.0,2.0,0.0,65.3211009174312
Undergraduate,Partner,33622.0,22.0,39.0,1.0,22.0,3.0,4.0,12.0,3.0,2.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Gen X,53.0,2.0,0.0,415.08641975308643
PhD,Partner,6835.0,76.0,107.0,2.0,12.0,2.0,2.0,12.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Baby Boomers,68.0,1.0,0.0,49.89051094890511
Undergraduate,Partner,41452.0,86.0,13.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Baby Boomers,72.0,2.0,0.0,969.270749587855
PhD,Alone,40760.0,64.0,70.0,0.0,17.0,0.0,0.0,6.0,2.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,60.0,1.0,0.0,438.2795698924731
PhD,Partner,74250.0,90.0,680.0,11.0,392.0,75.0,0.0,0.0,1.0,2.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Baby Boomers,67.0,0.0,0.0,64.11917098445596
Postgraduate,Alone,51124.0,79.0,26.0,1.0,11.0,0.0,1.0,4.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Baby Boomers,70.0,2.0,0.0,969.270749587855
Undergraduate,Alone,72258.0,28.0,522.0,0.0,522.0,120.5,81.0,126.5,2.0,6.0,9.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,54.0,1.0,0.0,47.382295081967214
PhD,Alone,71466.0,86.0,412.0,12.0,546.0,78.0,81.0,0.0,1.0,4.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Gen X,51.0,0.0,0.0,58.10243902439024
Undergraduate,Partner,36283.0,42.0,6.0,5.0,5.0,8.0,0.0,5.0,2.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Gen X,49.0,2.0,0.0,969.270749587855
Undergraduate,Alone,20587.0,39.0,2.0,3.0,6.0,4.0,1.0,9.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Gen X,55.0,1.0,0.0,823.48
Undergraduate,Partner,30467.0,8.0,1.0,3.0,8.0,2.0,5.0,5.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Gen X,53.0,1.0,0.0,969.270749587855
Undergraduate,Partner,31590.0,40.0,6.0,2.0,15.0,6.0,6.0,3.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Gen X,53.0,1.0,0.0,831.3157894736842
Undergraduate,Partner,20425.0,5.0,4.0,12.0,5.0,3.0,16.0,17.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Millennials,39.0,1.0,0.0,358.3333333333333
Postgraduate,Partner,17144.0,96.0,18.0,2.0,19.0,0.0,2.0,6.0,5.0,3.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Baby Boomers,65.0,2.0,0.0,364.7659574468085
PhD,Alone,42564.0,28.0,324.0,48.0,186.0,39.0,18.0,126.5,6.0,6.0,8.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Gen X,57.0,1.0,0.0,52.35424354243543
Postgraduate,Partner,43783.0,22.0,327.0,9.0,125.0,25.0,4.0,126.5,6.0,7.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Gen X,47.0,1.0,0.0,69.60731319554849
Undergraduate,Alone,40780.0,30.0,229.0,27.0,71.0,13.0,3.0,34.0,4.0,7.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,49.0,1.0,0.0,108.16976127320955
Postgraduate,Partner,62847.0,45.0,521.0,79.5,556.625,80.0,76.0,61.0,1.0,3.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Silent Generation,80.0,0.0,0.0,38.98697270471464
PhD,Partner,82017.0,58.0,184.0,23.0,446.0,30.0,23.0,23.0,1.0,5.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Baby Boomers,68.0,0.0,0.0,112.50617283950618
Undergraduate,Alone,16813.0,49.0,4.0,8.0,11.0,12.0,2.0,13.0,1.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,Baby Boomers,75.0,0.0,0.0,336.26
Undergraduate,Partner,51267.0,37.0,183.0,2.0,64.0,7.0,2.0,12.0,4.0,3.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Gen X,47.0,2.0,0.0,189.87777777777777
Undergraduate,Alone,46524.0,70.0,31.0,19.0,35.0,26.0,14.0,52.0,2.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Baby Boomers,64.0,1.0,0.0,262.8474576271187
Postgraduate,Alone,45183.0,33.0,219.0,3.0,60.0,12.0,9.0,12.0,1.0,4.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Baby Boomers,63.0,0.0,0.0,143.43809523809523
PhD,Partner,70421.0,98.0,479.0,28.0,136.0,75.0,14.0,35.0,3.0,10.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Baby Boomers,71.0,1.0,0.0,91.8135593220339
Postgraduate,Alone,60161.0,17.0,584.0,44.0,212.0,46.0,8.0,126.5,3.0,11.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Gen X,60.0,1.0,0.0,56.17273576097106
Undergraduate,Partner,73926.0,54.0,627.0,79.5,556.625,120.5,81.0,15.0,1.0,6.0,5.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Gen X,52.0,0.0,0.0,46.78860759493671
Undergraduate,Partner,19329.0,39.0,24.0,1.0,16.0,12.0,2.0,5.0,3.0,4.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Gen X,57.0,1.0,0.0,322.15
Postgraduate,Partner,61872.0,81.0,330.0,5.0,159.0,36.0,27.0,16.0,4.0,4.0,4.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Gen X,55.0,1.0,0.0,107.97905759162303
Undergraduate,Alone,46984.0,71.0,19.0,1.0,10.0,2.0,1.0,8.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Baby Boomers,69.0,2.0,0.0,969.270749587855
Undergraduate,Partner,34838.0,62.0,28.0,23.0,29.0,29.0,14.0,47.0,3.0,2.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Baby Boomers,74.0,2.0,0.0,204.9294117647059
PhD,Alone,82716.0,8.0,606.0,79.5,228.0,15.0,81.0,22.0,1.0,6.0,8.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Silent Generation,81.0,0.0,0.0,70.87917737789203
Undergraduate,Partner,48192.0,76.0,1039.0,43.0,204.0,120.5,58.0,29.0,3.0,2.0,8.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Baby Boomers,67.0,0.0,0.0,31.580602883355176
Postgraduate,Partner,49681.0,66.0,411.0,0.0,26.0,0.0,0.0,21.0,6.0,7.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Gen X,49.0,2.0,0.0,108.47379912663756
Postgraduate,Partner,56850.0,83.0,34.0,1.0,19.0,2.0,7.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Gen X,54.0,1.0,0.0,902.3809523809524
Undergraduate,Partner,55267.0,28.0,161.0,28.0,136.0,32.0,3.0,45.0,4.0,3.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Baby Boomers,68.0,1.0,0.0,136.46172839506173
Undergraduate,Partner,59666.0,87.0,623.0,53.0,178.0,23.0,17.0,126.5,6.0,3.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Gen X,53.0,2.0,0.0,58.097370983446936
Undergraduate,Alone,72504.0,43.0,604.0,26.0,470.0,120.5,81.0,94.0,2.0,5.0,9.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Gen X,53.0,1.0,0.0,49.055480378890394
Undergraduate,Partner,26872.0,0.0,3.0,10.0,8.0,3.0,16.0,32.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Millennials,44.0,0.0,0.0,373.22222222222223
Undergraduate,Alone,21359.0,1.0,12.0,2.0,17.0,6.0,1.0,10.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Gen X,53.0,1.0,0.0,444.9791666666667
Undergraduate,Alone,73170.0,1.0,184.0,79.5,256.0,50.0,30.0,32.0,1.0,5.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Gen X,50.0,0.0,0.0,100.78512396694215
Postgraduate,Partner,52750.0,72.0,393.0,0.0,239.0,90.0,69.0,69.0,6.0,5.0,7.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Baby Boomers,70.0,1.0,0.0,61.33720930232558
PhD,Partner,91820.0,72.0,410.0,73.0,556.625,76.0,81.0,30.0,0.0,5.0,5.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Millennials,39.0,0.0,0.0,61.33600534402137
PhD,Partner,65968.0,12.0,376.0,9.0,83.0,19.0,4.0,4.0,2.0,5.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Gen X,55.0,1.0,0.0,133.26868686868687
Undergraduate,Partner,30772.0,89.0,7.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Gen X,49.0,2.0,0.0,969.270749587855
Undergraduate,Alone,22507.0,67.0,68.0,0.0,226.0,51.0,81.0,68.0,3.0,10.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Baby Boomers,71.0,0.0,0.0,39.4859649122807
Undergraduate,Partner,65685.0,54.0,642.0,14.0,49.0,0.0,7.0,57.0,1.0,9.0,2.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Gen X,53.0,1.0,0.0,85.41612483745124
Postgraduate,Partner,25804.0,34.0,8.0,7.0,9.0,13.0,6.0,12.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,47.0,1.0,0.0,469.1636363636364
PhD,Alone,76412.0,15.0,840.0,53.0,556.625,23.0,71.0,17.0,1.0,5.0,4.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Gen X,45.0,0.0,0.0,42.26327433628319
Undergraduate,Partner,22063.0,43.0,7.0,10.0,13.0,3.0,11.0,11.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,53.0,1.0,0.0,401.1454545454545
Undergraduate,Alone,57091.0,0.0,464.0,5.0,64.0,7.0,0.0,37.0,1.0,7.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Baby Boomers,64.0,0.0,0.0,98.94454072790295
Undergraduate,Partner,22419.0,74.0,30.0,3.0,47.0,19.0,21.0,42.0,1.0,3.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Baby Boomers,62.0,0.0,0.0,138.38888888888889
Undergraduate,Partner,87771.0,61.0,1226.5,38.0,287.0,50.0,57.0,33.0,1.0,5.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Baby Boomers,66.0,1.0,0.0,44.849770056208484
Postgraduate,Alone,78353.0,51.0,752.0,79.5,476.0,39.0,81.0,34.0,1.0,10.0,2.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Baby Boomers,66.0,1.0,0.0,49.71637055837564
Undergraduate,Partner,93404.0,97.0,1226.5,15.0,287.0,20.0,0.0,15.0,3.0,3.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Baby Boomers,71.0,2.5,0.0,57.79950495049505
Undergraduate,Alone,37859.0,75.0,22.0,1.0,8.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Baby Boomers,63.0,2.5,0.0,969.270749587855
PhD,Alone,80995.0,83.0,860.0,28.0,409.0,73.0,56.0,56.0,1.0,8.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Baby Boomers,67.0,1.0,0.0,54.652496626180834
Undergraduate,Partner,16529.0,23.0,3.0,0.0,5.0,13.0,0.0,1.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Millennials,41.0,1.0,0.0,751.3181818181819
PhD,Alone,55412.0,65.0,10.0,5.0,28.0,11.0,1.0,8.0,1.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Gen X,49.0,2.0,0.0,879.5555555555555
Undergraduate,Alone,48789.0,94.0,351.0,16.0,156.0,7.0,5.0,126.5,1.0,6.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Millennials,33.0,0.0,0.0,71.74852941176471
PhD,Partner,56575.0,42.0,421.0,5.0,90.0,0.0,16.0,10.0,3.0,7.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Gen X,58.0,2.0,0.0,104.38191881918819
Postgraduate,Partner,25130.0,10.0,2.0,5.0,7.0,0.0,18.0,18.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Gen X,45.0,1.0,0.0,502.6
Undergraduate,Partner,35441.0,94.0,25.0,1.0,9.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Gen X,58.0,2.0,0.0,908.7435897435897
Undergraduate,Partner,71391.0,50.0,336.0,79.5,274.0,46.0,81.0,126.5,5.0,6.0,5.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Baby Boomers,69.0,1.0,0.0,68.4477468839885
Postgraduate,Alone,49494.0,46.0,191.0,9.0,97.0,0.0,6.0,82.0,2.0,6.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Gen X,53.0,1.0,0.0,128.55584415584417
Undergraduate,Alone,81702.0,98.0,563.0,50.0,556.625,28.0,31.0,126.5,1.0,7.0,7.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,45.0,0.0,0.0,50.03184323331292
Postgraduate,Alone,45889.0,42.0,31.0,0.0,6.0,0.0,1.0,8.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,Gen X,45.0,1.0,0.0,969.270749587855
Undergraduate,Alone,56628.0,30.0,479.0,5.0,82.0,7.0,17.0,126.5,2.0,7.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Gen X,48.0,1.0,0.0,74.41261498028909
Undergraduate,Partner,34026.0,11.0,18.0,6.0,15.0,12.0,8.0,17.0,3.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Baby Boomers,75.0,2.0,0.0,447.7105263157895
Undergraduate,Partner,40049.0,61.0,91.0,65.0,52.0,10.0,44.0,28.0,3.0,3.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Gen X,51.0,1.0,0.0,138.1
Undergraduate,Alone,34176.0,12.0,5.0,7.0,24.0,19.0,14.0,20.0,4.0,3.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Millennials,37.0,1.0,0.0,384.0
Undergraduate,Partner,19419.0,76.0,2.0,14.0,28.0,16.0,3.0,7.0,4.0,4.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Millennials,44.0,1.0,0.0,277.4142857142857
Postgraduate,Partner,82504.0,2.0,362.0,50.0,431.0,120.5,35.0,54.0,1.0,3.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,Baby Boomers,65.0,0.0,0.0,77.39587242026266
Undergraduate,Partner,81205.0,43.0,724.0,74.0,556.625,97.0,55.0,126.5,1.0,5.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Gen X,55.0,0.0,0.0,40.420607267297164
Postgraduate,Alone,61618.0,27.0,605.0,79.5,399.0,0.0,45.0,126.5,2.0,3.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Millennials,34.0,0.0,0.0,45.81263940520446
Postgraduate,Alone,55284.0,60.0,547.0,7.0,140.0,0.0,7.0,63.0,3.0,7.0,5.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Baby Boomers,69.0,1.0,0.0,72.36125654450262
Undergraduate,Alone,49980.0,79.0,104.0,1.0,54.0,13.0,9.0,14.0,2.0,3.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Baby Boomers,62.0,1.0,0.0,256.3076923076923
Undergraduate,Partner,15072.0,96.0,8.0,2.0,15.0,0.0,10.0,18.0,4.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Gen X,45.0,2.0,0.0,284.37735849056605
Undergraduate,Alone,49166.0,17.0,224.0,2.0,25.0,7.0,0.0,110.0,2.0,5.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Gen X,51.0,1.0,0.0,133.60326086956522
PhD,Partner,65324.0,0.0,384.0,0.0,102.0,21.0,32.0,5.0,3.0,6.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Baby Boomers,71.0,1.0,0.0,120.08088235294117
Postgraduate,Partner,82347.0,38.0,556.0,54.0,556.625,120.5,81.0,63.0,1.0,7.0,7.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Baby Boomers,68.0,0.0,0.0,44.43982730706961
PhD,Partner,30843.0,43.0,24.0,0.0,2.0,0.0,0.0,9.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Gen X,59.0,2.0,0.0,881.2285714285714
PhD,Partner,46374.0,1.0,408.0,0.0,21.0,0.0,0.0,17.0,3.0,7.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Gen X,51.0,1.0,0.0,103.97757847533633
Undergraduate,Alone,60474.0,25.0,265.0,79.5,303.0,120.5,9.0,126.5,6.0,10.0,2.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Gen X,46.0,1.0,0.0,51.24915254237288
Postgraduate,Partner,38576.0,2.0,34.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Gen X,52.0,1.0,0.0,940.8780487804878
Undergraduate,Partner,55357.0,66.0,374.0,64.0,116.0,84.0,25.0,64.0,3.0,6.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Millennials,40.0,2.0,0.0,76.14442916093535
Undergraduate,Partner,37758.0,49.0,27.0,2.0,10.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Gen X,59.0,2.0,0.0,943.95
Postgraduate,Partner,85710.0,5.0,600.0,20.0,350.0,29.0,30.0,33.0,1.0,6.0,9.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Millennials,36.0,0.0,0.0,80.70621468926554
Undergraduate,Partner,23228.0,71.0,13.0,2.0,18.0,6.0,1.0,0.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Gen X,56.0,1.0,0.0,580.7
Postgraduate,Partner,44602.0,35.0,167.0,2.0,89.0,0.0,0.0,34.0,6.0,6.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Gen X,56.0,2.0,0.0,152.74657534246575
Undergraduate,Partner,7500.0,94.0,0.0,2.0,3.0,4.0,1.0,5.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Millennials,38.0,0.0,0.0,500.0
