Education,Marital_Status,Income,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,month_enroll,Generation,Age,Childrens,Compaigns_Engagement,Income_to_Spending_Ratio,Cluster,Cluster_Category
Undergraduate,Partner,17487.0,37,0,0,1,7,4,6,1,1,0,2,7,3,Millennials,36,1,0,969.270749587855,1,Low Spender
Undergraduate,Partner,62882.0,26,509,133,497,78,24,97,2,7,5,6,4,8,Gen X,56,1,0,46.997010463378174,0,Moderate Spender
PhD,Alone,64108.0,8,948,10,86,13,21,21,4,6,9,11,5,3,Baby Boomers,72,1,0,58.333030027297546,0,Moderate Spender
Postgraduate,Partner,34941.0,26,39,2,25,4,3,24,2,3,0,3,8,3,Baby Boomers,69,2,0,360.21649484536084,1,Low Spender
PhD,Alone,48767.0,79,28,1,21,3,0,10,3,2,1,3,5,1,Baby Boomers,75,3,0,774.0793650793651,0,Moderate Spender
Postgraduate,Partner,38702.0,71,13,11,24,13,8,40,2,3,0,4,6,8,Gen X,47,1,0,355.0642201834862,1,Low Spender
Undergraduate,Partner,82224.0,83,307,26,360,138,31,40,1,6,9,5,3,1,Baby Boomers,61,0,1,91.15742793791574,2,High Spender
Undergraduate,Partner,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,5,Baby Boomers,73,0,1,53.26810673443456,2,High Spender
Postgraduate,Partner,17003.0,37,2,5,12,4,8,7,3,2,0,4,5,12,Gen X,50,1,0,447.4473684210527,1,Low Spender
Undergraduate,Alone,71163.0,30,283,17,372,138,106,44,1,3,8,12,1,3,Millennials,30,0,0,74.128125,2,High Spender
Undergraduate,Alone,33697.0,34,4,3,7,0,3,11,1,1,0,2,7,9,Gen X,55,1,1,969.270749587855,1,Low Spender
Postgraduate,Partner,63564.0,0,769,80,252,15,34,65,1,10,10,7,6,1,Baby Boomers,71,0,1,52.31604938271605,0,Moderate Spender
PhD,Partner,83443.0,89,518,42,742,55,56,84,1,6,10,5,2,12,Gen X,53,0,0,55.74014696058784,2,High Spender
PhD,Partner,51518.0,92,350,8,66,17,4,4,2,3,2,10,3,10,Baby Boomers,67,1,0,114.73942093541204,0,Moderate Spender
Undergraduate,Alone,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,12,Gen X,50,1,0,54.82142857142857,0,Moderate Spender
Undergraduate,Partner,80952.0,20,778,178,689,41,27,44,1,8,5,11,8,2,Gen X,56,0,3,46.073989755264655,2,High Spender
Undergraduate,Partner,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,5,Gen X,46,0,0,52.43541666666667,2,High Spender
Postgraduate,Partner,63855.0,28,359,35,314,93,116,89,1,7,3,13,4,2,Gen X,47,0,0,63.47415506958251,0,Moderate Spender
PhD,Partner,62220.0,55,799,12,375,16,12,12,5,7,6,5,6,8,Gen X,53,1,0,50.750407830342574,0,Moderate Spender
Undergraduate,Partner,58512.0,25,895,10,101,13,0,152,5,3,4,8,8,9,Baby Boomers,61,1,0,49.96754910333048,0,Moderate Spender
Postgraduate,Partner,40662.0,0,40,2,23,0,4,23,2,2,1,3,4,3,Gen X,46,1,0,441.9782608695652,0,Moderate Spender
PhD,Partner,38829.0,86,76,0,7,0,0,16,1,3,2,2,5,4,Baby Boomers,66,1,0,392.2121212121212,1,Low Spender
Postgraduate,Partner,35523.0,8,11,5,22,12,5,11,2,3,0,3,7,10,Millennials,44,1,0,538.2272727272727,1,Low Spender
Undergraduate,Alone,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,4,Gen X,58,2,0,140.32978723404256,2,High Spender
Postgraduate,Partner,78285.0,13,647,107,391,175,67,40,1,6,4,10,3,10,Millennials,37,0,0,54.859845830413455,2,High Spender
PhD,Alone,31626.0,12,39,1,9,2,1,34,1,2,1,2,7,5,Gen X,47,1,1,367.7441860465116,1,Low Spender
Undergraduate,Alone,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,5,Baby Boomers,73,0,0,90.18847539015606,2,High Spender
Undergraduate,Partner,48726.0,90,138,3,38,4,0,59,3,3,2,4,6,4,Baby Boomers,70,1,0,201.3471074380165,0,Moderate Spender
Undergraduate,Partner,74985.0,8,587,51,898,247,0,86,1,3,6,7,2,9,Gen X,48,0,0,40.12038523274478,2,High Spender
Undergraduate,Partner,67430.0,6,595,97,291,127,133,121,1,11,5,12,6,9,Millennials,38,0,0,49.435483870967744,2,High Spender
Postgraduate,Partner,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,9,Gen X,60,1,0,256.23497267759564,0,Moderate Spender
Postgraduate,Partner,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,5,Baby Boomers,69,1,0,137.90666666666667,0,Moderate Spender
Undergraduate,Partner,72063.0,3,180,32,348,76,32,90,2,5,2,12,2,7,Gen X,46,1,0,95.06992084432716,2,High Spender
PhD,Partner,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,12,Baby Boomers,74,0,0,52.38155275381553,2,High Spender
Undergraduate,Alone,42720.0,9,392,5,91,28,26,112,8,7,3,7,8,4,Gen X,60,2,0,65.3211009174312,0,Moderate Spender
Undergraduate,Partner,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,4,Gen X,53,2,0,415.0864197530864,1,Low Spender
PhD,Partner,6835.0,76,107,2,12,2,2,12,0,0,0,1,20,12,Baby Boomers,68,1,0,49.89051094890511,1,Low Spender
Undergraduate,Partner,41452.0,86,13,0,3,0,0,0,1,1,0,2,7,3,Baby Boomers,72,2,0,969.270749587855,0,Moderate Spender
PhD,Alone,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,8,Gen X,60,1,0,438.2795698924731,0,Moderate Spender
PhD,Partner,74250.0,90,680,11,392,75,0,0,1,2,11,4,1,1,Baby Boomers,67,0,0,64.11917098445596,2,High Spender
Postgraduate,Alone,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,12,Baby Boomers,70,2,0,969.270749587855,0,Moderate Spender
Undergraduate,Alone,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,9,Gen X,54,1,0,47.382295081967214,2,High Spender
PhD,Alone,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,4,Gen X,51,0,0,58.10243902439024,2,High Spender
Undergraduate,Partner,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,4,Gen X,49,2,0,969.270749587855,1,Low Spender
Undergraduate,Alone,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,5,Gen X,55,1,0,823.48,1,Low Spender
Undergraduate,Partner,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,3,Gen X,53,1,0,969.270749587855,1,Low Spender
Undergraduate,Partner,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,6,Gen X,53,1,0,831.3157894736842,1,Low Spender
Undergraduate,Partner,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,10,Millennials,39,1,0,358.3333333333333,1,Low Spender
Postgraduate,Partner,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,2,Baby Boomers,65,2,0,364.7659574468085,1,Low Spender
PhD,Alone,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,1,Gen X,57,1,1,52.35424354243543,0,Moderate Spender
Postgraduate,Partner,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,5,Gen X,47,1,1,69.60731319554849,0,Moderate Spender
Undergraduate,Alone,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,9,Gen X,49,1,0,108.16976127320956,0,Moderate Spender
Postgraduate,Partner,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,1,Silent Generation,80,0,0,38.98697270471464,0,Moderate Spender
PhD,Partner,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,11,Baby Boomers,68,0,3,112.50617283950618,2,High Spender
Undergraduate,Alone,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,7,Baby Boomers,75,0,1,336.26,1,Low Spender
Undergraduate,Partner,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,10,Gen X,47,2,0,189.87777777777777,0,Moderate Spender
Undergraduate,Alone,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,4,Baby Boomers,64,1,0,262.8474576271187,0,Moderate Spender
Postgraduate,Alone,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,1,Baby Boomers,63,0,1,143.43809523809523,0,Moderate Spender
PhD,Partner,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,6,Baby Boomers,71,1,0,91.8135593220339,2,High Spender
Postgraduate,Alone,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,10,Gen X,60,1,0,56.17273576097106,0,Moderate Spender
Undergraduate,Partner,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,3,Gen X,52,0,0,46.78860759493671,2,High Spender
Undergraduate,Partner,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,12,Gen X,57,1,0,322.15,1,Low Spender
Postgraduate,Partner,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,12,Gen X,55,1,0,107.97905759162305,0,Moderate Spender
Undergraduate,Alone,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,3,Baby Boomers,69,2,0,969.270749587855,0,Moderate Spender
Undergraduate,Partner,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,1,Baby Boomers,74,2,0,204.9294117647059,1,Low Spender
PhD,Alone,82716.0,8,606,148,228,15,148,22,1,6,8,13,2,11,Silent Generation,81,0,0,70.87917737789203,2,High Spender
Undergraduate,Partner,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,4,Baby Boomers,67,0,3,31.580602883355176,0,Moderate Spender
Postgraduate,Partner,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,11,Gen X,49,2,0,108.47379912663756,0,Moderate Spender
Postgraduate,Partner,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,3,Gen X,54,1,0,902.3809523809524,0,Moderate Spender
Undergraduate,Partner,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,10,Baby Boomers,68,1,0,136.46172839506173,0,Moderate Spender
Undergraduate,Partner,59666.0,87,623,53,178,23,17,133,7,3,2,8,8,3,Gen X,53,2,1,58.097370983446936,0,Moderate Spender
Undergraduate,Alone,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,4,Gen X,53,1,0,49.0554803788904,2,High Spender
Undergraduate,Partner,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,10,Millennials,44,0,0,373.22222222222223,1,Low Spender
Undergraduate,Alone,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,4,Gen X,53,1,0,444.9791666666667,1,Low Spender
Undergraduate,Alone,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,5,Gen X,50,0,0,100.78512396694217,2,High Spender
Postgraduate,Partner,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,2,Baby Boomers,70,1,0,61.33720930232558,0,Moderate Spender
PhD,Partner,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,11,Millennials,39,0,0,61.33600534402137,2,High Spender
PhD,Partner,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,5,Gen X,55,1,0,133.26868686868687,2,High Spender
Undergraduate,Partner,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,3,Gen X,49,2,0,969.270749587855,1,Low Spender
Undergraduate,Alone,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,11,Baby Boomers,71,0,0,39.4859649122807,1,Low Spender
Undergraduate,Partner,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,3,Gen X,53,1,0,85.41612483745124,2,High Spender
Postgraduate,Partner,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,9,Gen X,47,1,0,469.1636363636364,1,Low Spender
PhD,Alone,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,5,Gen X,45,0,2,42.26327433628319,2,High Spender
Undergraduate,Partner,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,8,Gen X,53,1,0,401.1454545454545,1,Low Spender
Undergraduate,Alone,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,6,Baby Boomers,64,0,1,98.94454072790296,0,Moderate Spender
Undergraduate,Partner,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,4,Baby Boomers,62,0,0,138.38888888888889,1,Low Spender
Undergraduate,Partner,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,5,Baby Boomers,66,1,4,44.84977005620848,2,High Spender
Postgraduate,Alone,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,4,Baby Boomers,66,1,0,49.71637055837564,2,High Spender
Undergraduate,Partner,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,5,Baby Boomers,71,3,2,57.79950495049505,2,High Spender
Undergraduate,Alone,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,1,Baby Boomers,63,3,0,969.270749587855,1,Low Spender
PhD,Alone,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,5,Baby Boomers,67,1,0,54.652496626180834,2,High Spender
Undergraduate,Partner,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,3,Millennials,41,1,0,751.3181818181819,1,Low Spender
PhD,Alone,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,11,Gen X,49,2,0,879.5555555555555,0,Moderate Spender
Undergraduate,Alone,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,9,Millennials,33,0,0,71.74852941176471,0,Moderate Spender
PhD,Partner,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,5,Gen X,58,2,0,104.3819188191882,0,Moderate Spender
Postgraduate,Partner,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,10,Gen X,45,1,0,502.6,1,Low Spender
Undergraduate,Partner,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,2,Gen X,58,2,0,908.7435897435896,1,Low Spender
Undergraduate,Partner,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,3,Baby Boomers,69,1,0,68.4477468839885,2,High Spender
Postgraduate,Alone,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,4,Gen X,53,1,0,128.55584415584417,0,Moderate Spender
Undergraduate,Alone,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,9,Gen X,45,0,0,50.03184323331292,2,High Spender
Postgraduate,Alone,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,7,Gen X,45,1,0,969.270749587855,0,Moderate Spender
Undergraduate,Alone,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,3,Gen X,48,1,1,74.41261498028909,0,Moderate Spender
Undergraduate,Partner,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,8,Baby Boomers,75,2,0,447.7105263157895,1,Low Spender
Undergraduate,Partner,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,11,Gen X,51,1,0,138.1,1,Low Spender
Undergraduate,Alone,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,5,Millennials,37,1,0,384.0,1,Low Spender
Undergraduate,Partner,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,11,Millennials,44,1,0,277.4142857142857,1,Low Spender
Postgraduate,Partner,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,7,Baby Boomers,65,0,0,77.39587242026266,2,High Spender
Undergraduate,Partner,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,1,Gen X,55,0,3,40.42060726729717,2,High Spender
Postgraduate,Alone,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,9,Millennials,34,0,0,45.81263940520446,0,Moderate Spender
Postgraduate,Alone,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,12,Baby Boomers,69,1,0,72.36125654450262,0,Moderate Spender
Undergraduate,Alone,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,10,Baby Boomers,62,1,0,256.3076923076923,0,Moderate Spender
Undergraduate,Partner,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,5,Gen X,45,2,0,284.37735849056605,1,Low Spender
Undergraduate,Alone,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,6,Gen X,51,1,0,133.60326086956522,0,Moderate Spender
PhD,Partner,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,1,Baby Boomers,71,1,0,120.08088235294116,2,High Spender
Postgraduate,Partner,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,11,Baby Boomers,68,0,2,44.43982730706961,2,High Spender
PhD,Partner,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,5,Gen X,59,2,1,881.2285714285714,1,Low Spender
PhD,Partner,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,3,Gen X,51,1,2,103.97757847533632,0,Moderate Spender
Undergraduate,Alone,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,4,Gen X,46,1,0,51.24915254237288,0,Moderate Spender
Postgraduate,Partner,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,3,Gen X,52,1,0,940.8780487804878,1,Low Spender
Undergraduate,Partner,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,2,Millennials,40,2,0,76.14442916093535,0,Moderate Spender
Undergraduate,Partner,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,10,Gen X,59,2,0,943.95,1,Low Spender
Postgraduate,Partner,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,5,Millennials,36,0,1,80.70621468926554,2,High Spender
Undergraduate,Partner,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,1,Gen X,56,1,0,580.7,1,Low Spender
Postgraduate,Partner,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,2,Gen X,56,2,0,152.74657534246575,0,Moderate Spender
Undergraduate,Partner,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,1,Millennials,38,0,0,500.0,1,Low Spender
Postgraduate,Partner,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,10,Millennials,36,1,0,113.4398826979472,1,Low Spender
Postgraduate,Alone,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,12,Gen X,50,1,0,134.18428184281842,0,Moderate Spender
PhD,Partner,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,6,Gen X,52,1,0,144.40399002493766,0,Moderate Spender
Postgraduate,Alone,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,3,Gen X,59,1,0,110.57506361323156,0,Moderate Spender
Postgraduate,Alone,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,9,Millennials,39,2,0,969.270749587855,1,Low Spender
Undergraduate,Partner,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,5,Gen X,47,1,0,109.4074074074074,0,Moderate Spender
Undergraduate,Partner,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,10,Gen X,46,1,0,442.6811594202899,1,Low Spender
PhD,Partner,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,9,Millennials,42,0,2,40.60393746381008,2,High Spender
Undergraduate,Alone,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,1,Baby Boomers,66,1,1,62.76381909547739,0,Moderate Spender
Undergraduate,Partner,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,6,Gen X,49,1,0,481.6666666666667,1,Low Spender
Postgraduate,Alone,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,4,Millennials,44,2,0,232.93956043956044,0,Moderate Spender
Postgraduate,Partner,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,10,Gen X,47,1,0,62.02831142568251,0,Moderate Spender
Undergraduate,Partner,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,9,Baby Boomers,72,0,3,48.188431723315446,2,High Spender
Postgraduate,Alone,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,6,Gen X,54,2,0,71.99159663865547,0,Moderate Spender
Undergraduate,Partner,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,2,Millennials,42,1,0,255.9102564102564,1,Low Spender
Postgraduate,Alone,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,4,Baby Boomers,69,0,0,70.4926590538336,2,High Spender
Postgraduate,Partner,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,1,Gen X,47,1,0,133.7265625,1,Low Spender
Undergraduate,Alone,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,2,Gen X,53,1,1,287.93023255813955,1,Low Spender
Undergraduate,Partner,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,10,Gen X,50,1,0,526.4264705882352,1,Low Spender
Undergraduate,Alone,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,7,Gen X,50,2,0,969.270749587855,1,Low Spender
Postgraduate,Partner,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,6,Millennials,44,2,0,929.290909090909,0,Moderate Spender
PhD,Alone,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,9,Gen X,53,0,0,41.08656575212866,2,High Spender
PhD,Partner,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,7,Gen X,55,0,0,40.66997026759167,2,High Spender
PhD,Alone,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,11,Baby Boomers,72,3,0,175.7832699619772,0,Moderate Spender
Undergraduate,Partner,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,12,Baby Boomers,66,2,0,768.0545454545454,0,Moderate Spender
Undergraduate,Partner,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,4,Baby Boomers,63,2,0,90.77127659574468,0,Moderate Spender
Postgraduate,Alone,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,12,Gen X,47,0,0,53.15534738485558,2,High Spender
Undergraduate,Partner,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,2,Gen X,52,1,1,383.30120481927713,1,Low Spender
Postgraduate,Alone,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,9,Gen X,60,2,0,145.58073654390935,0,Moderate Spender
Undergraduate,Partner,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,1,Millennials,42,0,0,76.40079760717846,2,High Spender
Undergraduate,Alone,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,4,Millennials,34,1,0,969.270749587855,1,Low Spender
PhD,Alone,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,2,Silent Generation,82,0,1,54.26607538802661,0,Moderate Spender
PhD,Alone,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,12,Gen X,53,1,0,48.51624231782265,0,Moderate Spender
Undergraduate,Partner,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,8,Baby Boomers,69,1,0,80.41405269761606,0,Moderate Spender
Undergraduate,Alone,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,1,Baby Boomers,67,1,0,47.82112332112332,2,High Spender
PhD,Partner,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,8,Gen X,51,1,0,92.4862842892768,1,Low Spender
Undergraduate,Alone,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,10,Millennials,39,1,0,260.07142857142856,1,Low Spender
Undergraduate,Partner,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,2,Baby Boomers,67,0,0,87.62931034482759,2,High Spender
Undergraduate,Alone,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,8,Gen X,55,1,0,266.6847290640394,0,Moderate Spender
Undergraduate,Partner,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,7,Gen X,58,0,0,77.88461538461539,2,High Spender
Undergraduate,Partner,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,12,Gen X,52,0,0,139.60880195599023,0,Moderate Spender
Undergraduate,Partner,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,3,Gen X,56,3,0,208.9255319148936,0,Moderate Spender
Undergraduate,Alone,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,4,Gen X,48,0,0,59.78355586788475,2,High Spender
Undergraduate,Alone,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,11,Baby Boomers,64,0,1,59.64734299516908,2,High Spender
Undergraduate,Alone,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,12,Gen X,54,1,0,969.270749587855,0,Moderate Spender
Undergraduate,Partner,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,1,Gen X,51,1,0,714.7611940298508,0,Moderate Spender
PhD,Partner,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,3,Millennials,39,0,0,230.75879396984925,0,Moderate Spender
PhD,Alone,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,6,Gen X,59,0,0,53.97109428768066,2,High Spender
Undergraduate,Partner,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,11,Millennials,33,0,0,59.94732641660016,2,High Spender
PhD,Alone,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,1,Baby Boomers,62,1,0,43.637729549248746,0,Moderate Spender
Postgraduate,Partner,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,7,Gen X,53,1,0,200.23033707865167,1,Low Spender
Undergraduate,Alone,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,12,Millennials,31,0,1,48.004522613065326,2,High Spender
Undergraduate,Partner,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,5,Baby Boomers,71,0,0,64.36475409836065,0,Moderate Spender
Postgraduate,Partner,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,12,Baby Boomers,65,0,0,73.03996003996004,2,High Spender
PhD,Partner,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,8,Millennials,43,0,2,43.86086503387181,2,High Spender
Postgraduate,Alone,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,11,Baby Boomers,71,1,0,121.73428571428572,0,Moderate Spender
PhD,Alone,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,5,Baby Boomers,71,0,1,45.234545454545454,2,High Spender
PhD,Partner,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,4,Baby Boomers,70,2,2,969.270749587855,0,Moderate Spender
Undergraduate,Alone,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,4,Millennials,32,0,0,58.920195439739416,2,High Spender
Postgraduate,Alone,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,1,Gen X,56,1,0,419.5578947368421,1,Low Spender
PhD,Partner,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,5,Baby Boomers,77,2,0,555.9516129032259,1,Low Spender
Undergraduate,Partner,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,5,Millennials,39,1,1,47.15105053946621,2,High Spender
Postgraduate,Partner,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,8,Gen X,46,0,0,52.25053533190578,1,Low Spender
Undergraduate,Partner,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,2,Gen X,47,0,1,67.52219321148826,2,High Spender
Postgraduate,Alone,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,12,Millennials,43,0,1,36.11890838206628,2,High Spender
Undergraduate,Alone,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,5,Millennials,32,0,0,65.92102928127773,2,High Spender
PhD,Partner,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,11,Gen X,49,1,0,48.30296610169491,2,High Spender
PhD,Partner,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,4,Gen X,51,0,0,71.54716981132076,2,High Spender
Undergraduate,Alone,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,2,Millennials,36,1,0,368.856,0,Moderate Spender
PhD,Alone,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,8,Baby Boomers,74,1,1,67.2360248447205,2,High Spender
Undergraduate,Partner,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,12,Millennials,36,1,0,795.09375,1,Low Spender
Undergraduate,Alone,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,5,Baby Boomers,73,0,0,90.18847539015606,2,High Spender
PhD,Partner,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,5,Gen X,54,1,0,715.0434782608696,1,Low Spender
Undergraduate,Partner,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,10,Gen X,54,0,0,74.7875,2,High Spender
