Education,Marital_Status,Income,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,Age,Childrens,Spending-to-Income-Ratio,Cluster,Cluster_Category
Postgraduate,Partner,35523.0,8,11,5,22,12,5,11,2,3,0,3,7,44,1,0.1857951186555189,0,Low Spenders
Undergraduate,Alone,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,58,2,0.7126070805852475,1,Moderate Spenders
Postgraduate,Partner,78285.0,13,647,107,391,175,67,40,1,6,4,10,3,37,0,1.8228268506099508,1,Moderate Spenders
PhD,Alone,31626.0,12,39,1,9,2,1,34,1,2,1,2,7,47,1,0.2719281603743755,0,Low Spenders
Undergraduate,Alone,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,73,0,1.1087891170950523,1,Moderate Spenders
Undergraduate,Partner,48726.0,90,138,3,38,4,0,59,3,3,2,4,6,70,1,0.4966547633706851,0,Low Spenders
Undergraduate,Partner,74985.0,8,587,51,898,247,0,86,1,3,6,7,2,48,0,2.49249849969994,1,Moderate Spenders
Undergraduate,Partner,67430.0,6,595,97,291,127,133,121,1,11,5,12,6,38,0,2.0228384991843398,1,Moderate Spenders
Postgraduate,Partner,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,60,1,0.3902667889360431,0,Low Spenders
Postgraduate,Partner,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,69,1,0.7251281059653872,1,Moderate Spenders
Undergraduate,Partner,72063.0,3,180,32,348,76,32,90,2,5,2,12,2,46,1,1.051857402550546,1,Moderate Spenders
PhD,Partner,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,74,0,1.9090690279836329,1,Moderate Spenders
Undergraduate,Alone,42720.0,9,392,5,91,28,26,112,8,7,3,7,8,60,2,1.5308988764044944,0,Low Spenders
Undergraduate,Partner,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,53,2,0.2409136874665397,0,Low Spenders
PhD,Partner,6835.0,76,107,2,12,2,2,12,0,0,0,1,20,68,1,2.004389173372348,0,Low Spenders
Undergraduate,Partner,41452.0,86,13,0,3,0,0,0,1,1,0,2,7,72,2,0.0385988613335906,0,Low Spenders
PhD,Alone,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,60,1,0.2281648675171737,0,Low Spenders
PhD,Partner,74250.0,90,680,11,392,75,0,0,1,2,11,4,1,67,0,1.5595959595959596,1,Moderate Spenders
Postgraduate,Alone,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,70,2,0.0841092246303106,0,Low Spenders
Undergraduate,Alone,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,54,1,2.110492955797282,1,Moderate Spenders
PhD,Alone,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,51,0,1.7210981445722442,1,Moderate Spenders
Undergraduate,Partner,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,49,2,0.0799272386517101,0,Low Spenders
Undergraduate,Alone,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,55,1,0.1214358575800262,0,Low Spenders
Undergraduate,Partner,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,53,1,0.0787737552105556,0,Low Spenders
Undergraduate,Partner,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,53,1,0.1202912314023425,0,Low Spenders
Undergraduate,Partner,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,39,1,0.2790697674418604,0,Low Spenders
Postgraduate,Partner,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,65,2,0.2741483901073261,0,Low Spenders
PhD,Alone,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,57,1,1.910064843529744,0,Low Spenders
Postgraduate,Partner,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,47,1,1.4366306557339608,0,Low Spenders
Undergraduate,Alone,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,49,1,0.9244727807748896,0,Low Spenders
Postgraduate,Partner,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,80,0,2.564959345712604,1,Moderate Spenders
PhD,Partner,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,68,0,0.8888401185120157,1,Moderate Spenders
Undergraduate,Alone,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,75,0,0.2973889252364242,0,Low Spenders
Undergraduate,Partner,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,47,2,0.5266545731172099,0,Low Spenders
Undergraduate,Alone,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,64,1,0.3804488006190353,0,Low Spenders
Postgraduate,Alone,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,63,0,0.6971648628909103,0,Low Spenders
PhD,Partner,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,71,1,1.0891637437696142,1,Moderate Spenders
Postgraduate,Alone,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,60,1,1.7802230681005966,1,Moderate Spenders
Undergraduate,Partner,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,52,0,2.1372724075426777,1,Moderate Spenders
Undergraduate,Partner,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,57,1,0.3104144032283097,0,Low Spenders
Postgraduate,Partner,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,55,1,0.9261055081458496,1,Moderate Spenders
Undergraduate,Alone,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,69,2,0.0872637493614847,0,Low Spenders
Undergraduate,Partner,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,74,2,0.4879729031517309,0,Low Spenders
PhD,Alone,82716.0,8,606,148,228,15,148,22,1,6,8,13,2,81,0,1.4108515885681123,1,Moderate Spenders
Undergraduate,Partner,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,67,0,3.1665006640106244,0,Low Spenders
Postgraduate,Partner,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,49,2,0.9218816046375878,0,Low Spenders
Postgraduate,Partner,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,54,1,0.1108179419525065,1,Moderate Spenders
Undergraduate,Partner,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,68,1,0.7328061953787975,1,Moderate Spenders
Undergraduate,Partner,59666.0,87,623,53,178,23,17,133,7,3,2,8,8,53,2,1.7212482821037107,1,Moderate Spenders
Undergraduate,Alone,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,53,1,2.0385082202361247,1,Moderate Spenders
Undergraduate,Partner,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,44,0,0.2679368859779696,0,Low Spenders
Undergraduate,Alone,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,53,1,0.2247296221733227,0,Low Spenders
Undergraduate,Alone,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,50,0,0.9922099220992208,1,Moderate Spenders
Postgraduate,Partner,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,70,1,1.6303317535545023,1,Moderate Spenders
PhD,Partner,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,39,0,1.630363755173165,1,Moderate Spenders
PhD,Partner,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,55,1,0.7503638127577007,1,Moderate Spenders
Undergraduate,Partner,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,49,2,0.0649941505264526,0,Low Spenders
Undergraduate,Alone,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,71,0,2.53254543031057,0,Low Spenders
Undergraduate,Partner,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,53,1,1.170739133744386,1,Moderate Spenders
Postgraduate,Partner,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,47,1,0.2131452487986358,0,Low Spenders
PhD,Alone,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,45,0,2.36612050463278,1,Moderate Spenders
Undergraduate,Partner,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,53,1,0.24928613515841,0,Low Spenders
Undergraduate,Alone,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,64,0,1.0106671804662732,1,Moderate Spenders
Undergraduate,Partner,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,62,0,0.7226013649136892,0,Low Spenders
Undergraduate,Partner,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,66,1,2.2296658349568763,1,Moderate Spenders
Postgraduate,Alone,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,66,1,2.011409901343918,1,Moderate Spenders
Undergraduate,Partner,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,71,3,1.730118624470044,1,Moderate Spenders
Undergraduate,Alone,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,63,3,0.0950896748461396,0,Low Spenders
PhD,Alone,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,67,1,1.8297425767022657,1,Moderate Spenders
Undergraduate,Partner,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,41,1,0.1330994010526952,0,Low Spenders
PhD,Alone,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,49,2,0.1136937847397675,1,Moderate Spenders
Undergraduate,Alone,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,33,0,1.3937567894402427,0,Low Spenders
PhD,Partner,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,58,2,0.958020326999558,1,Moderate Spenders
Postgraduate,Partner,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,45,1,0.1989653800238758,0,Low Spenders
Undergraduate,Partner,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,58,2,0.1100420417031122,0,Low Spenders
Undergraduate,Partner,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,69,1,1.4609684694149123,1,Moderate Spenders
Postgraduate,Alone,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,53,1,0.7778720653008445,0,Low Spenders
Undergraduate,Alone,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,45,0,1.998727081344398,1,Moderate Spenders
Postgraduate,Alone,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,45,1,0.1002418880341694,0,Low Spenders
Undergraduate,Alone,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,48,1,1.3438581620399803,1,Moderate Spenders
Undergraduate,Partner,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,75,2,0.2233586081231999,0,Low Spenders
Undergraduate,Partner,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,51,1,0.724112961622013,0,Low Spenders
Undergraduate,Alone,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,37,1,0.2604166666666666,0,Low Spenders
Undergraduate,Partner,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,44,1,0.3604717029713167,0,Low Spenders
Postgraduate,Partner,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,65,0,1.2920585668573643,1,Moderate Spenders
Undergraduate,Partner,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,55,0,2.473985592020196,1,Moderate Spenders
Postgraduate,Alone,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,34,0,2.1828037261839075,1,Moderate Spenders
Postgraduate,Alone,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,69,1,1.3819549960205486,1,Moderate Spenders
Undergraduate,Alone,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,62,1,0.39015606242497,0,Low Spenders
Undergraduate,Partner,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,45,2,0.3516454352441613,0,Low Spenders
Undergraduate,Alone,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,51,1,0.7484847252166131,0,Low Spenders
PhD,Partner,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,71,1,0.8327720286571552,1,Moderate Spenders
Postgraduate,Partner,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,68,0,2.2502337668646093,1,Moderate Spenders
PhD,Partner,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,59,2,0.113477936646889,0,Low Spenders
PhD,Partner,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,51,1,0.961745805839479,0,Low Spenders
Undergraduate,Alone,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,46,1,1.9512517776234413,1,Moderate Spenders
Postgraduate,Partner,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,52,1,0.106283699709664,0,Low Spenders
Undergraduate,Partner,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,40,2,1.3132937117257075,1,Moderate Spenders
Undergraduate,Partner,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,59,2,0.1059378145028867,0,Low Spenders
Postgraduate,Partner,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,36,0,1.239061953097655,1,Moderate Spenders
Undergraduate,Partner,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,56,1,0.1722059583261581,0,Low Spenders
Postgraduate,Partner,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,56,2,0.6546791623694005,0,Low Spenders
Undergraduate,Partner,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,38,0,0.2,0,Low Spenders
Postgraduate,Partner,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,36,1,0.8815241837499677,0,Low Spenders
Postgraduate,Alone,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,50,1,0.7452437694389465,0,Low Spenders
PhD,Partner,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,52,1,0.6925016405899216,1,Moderate Spenders
Postgraduate,Alone,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,59,1,0.9043630338733432,0,Low Spenders
Postgraduate,Alone,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,39,2,0.0513215293815755,0,Low Spenders
Undergraduate,Partner,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,47,1,0.9140148950575492,1,Moderate Spenders
Undergraduate,Partner,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,46,1,0.2258962186937305,0,Low Spenders
PhD,Partner,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,42,0,2.46281533876189,1,Moderate Spenders
Undergraduate,Alone,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,66,1,1.5932746196957566,1,Moderate Spenders
Undergraduate,Partner,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,49,1,0.2076124567474048,0,Low Spenders
Postgraduate,Alone,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,44,2,0.429295907536266,0,Low Spenders
Postgraduate,Partner,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,47,1,1.612167052456558,1,Moderate Spenders
Undergraduate,Partner,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,72,0,2.075186853437608,1,Moderate Spenders
Postgraduate,Alone,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,54,2,1.389051009688339,0,Low Spenders
Undergraduate,Partner,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,42,1,0.3907619858724512,0,Low Spenders
Postgraduate,Alone,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,69,0,1.4185874294177545,1,Moderate Spenders
Postgraduate,Partner,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,47,1,0.7477945901735117,0,Low Spenders
Undergraduate,Alone,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,53,1,0.3473063565140134,0,Low Spenders
Undergraduate,Partner,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,50,1,0.1899600525183674,0,Low Spenders
Undergraduate,Alone,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,50,2,0.0436836213722117,0,Low Spenders
Postgraduate,Partner,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,44,2,0.1076089295846295,0,Low Spenders
PhD,Alone,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,53,0,2.4338855820486547,1,Moderate Spenders
PhD,Partner,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,55,0,2.458816648796179,1,Moderate Spenders
PhD,Alone,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,72,3,0.5688823516687936,0,Low Spenders
Undergraduate,Partner,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,66,2,0.1301990862391402,0,Low Spenders
Undergraduate,Partner,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,63,2,1.1016700849692351,0,Low Spenders
Postgraduate,Alone,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,47,0,1.881278270575104,1,Moderate Spenders
Undergraduate,Partner,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,52,1,0.2608914314452756,0,Low Spenders
Postgraduate,Alone,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,60,2,0.6869040669390932,0,Low Spenders
Undergraduate,Partner,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,42,0,1.308886858932533,1,Moderate Spenders
Undergraduate,Alone,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,34,1,0.0521065952061932,0,Low Spenders
PhD,Alone,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,82,0,1.8427719212225215,0,Low Spenders
PhD,Alone,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,53,1,2.061165399927615,1,Moderate Spenders
Undergraduate,Partner,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,69,1,1.2435637384927445,1,Moderate Spenders
Undergraduate,Alone,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,67,1,2.091126118650343,1,Moderate Spenders
PhD,Partner,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,51,1,1.0812414053441906,0,Low Spenders
Undergraduate,Alone,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,39,1,0.3845097500686624,0,Low Spenders
Undergraduate,Partner,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,67,0,1.1411706837186424,1,Moderate Spenders
Undergraduate,Alone,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,55,1,0.374974601474038,1,Moderate Spenders
Undergraduate,Partner,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,58,0,1.2839506172839503,1,Moderate Spenders
Undergraduate,Partner,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,52,0,0.7162872154115586,1,Moderate Spenders
Undergraduate,Partner,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,56,3,0.4786394419267784,1,Moderate Spenders
Undergraduate,Alone,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,48,0,1.672700771111529,1,Moderate Spenders
Undergraduate,Alone,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,64,0,1.676520612294485,1,Moderate Spenders
Undergraduate,Alone,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,54,1,0.0612906050258296,0,Low Spenders
Undergraduate,Partner,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,51,1,0.1399068679655035,0,Low Spenders
PhD,Partner,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,39,0,0.4333529322096645,0,Low Spenders
PhD,Alone,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,59,0,1.852843662331038,1,Moderate Spenders
Undergraduate,Partner,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,33,0,1.668131107383444,1,Moderate Spenders
PhD,Alone,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,62,1,2.291594934771797,1,Moderate Spenders
Postgraduate,Partner,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,53,1,0.4994248197300861,0,Low Spenders
Undergraduate,Alone,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,31,0,2.0831370578567765,1,Moderate Spenders
Undergraduate,Partner,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,71,0,1.5536453358802929,1,Moderate Spenders
Postgraduate,Partner,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,65,0,1.3691135639352785,1,Moderate Spenders
PhD,Partner,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,43,0,2.279936793831458,1,Moderate Spenders
Postgraduate,Alone,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,71,1,0.8214612622339051,0,Low Spenders
PhD,Alone,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,71,0,2.210699786968929,1,Moderate Spenders
PhD,Partner,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,70,2,0.0999674019341519,0,Low Spenders
Undergraduate,Alone,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,32,0,1.6972109351245264,1,Moderate Spenders
Postgraduate,Alone,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,56,1,0.2383461287570876,0,Low Spenders
PhD,Partner,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,77,2,0.1798717688357654,0,Low Spenders
Undergraduate,Partner,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,39,1,2.1208435200462468,1,Moderate Spenders
Postgraduate,Partner,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,46,0,1.913855989508627,0,Low Spenders
Undergraduate,Partner,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,47,0,1.4809945477746411,1,Moderate Spenders
Postgraduate,Alone,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,43,0,2.7686329537481784,1,Moderate Spenders
Undergraduate,Alone,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,32,0,1.5169666051983364,1,Moderate Spenders
PhD,Partner,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,49,1,2.0702662397473577,1,Moderate Spenders
PhD,Partner,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,51,0,1.3976793248945147,1,Moderate Spenders
Undergraduate,Alone,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,36,1,0.2711085084694298,0,Low Spenders
PhD,Alone,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,74,1,1.4872979214780602,1,Moderate Spenders
Undergraduate,Partner,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,36,1,0.1257713319970129,0,Low Spenders
Undergraduate,Alone,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,73,0,1.1087891170950523,1,Moderate Spenders
PhD,Partner,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,54,1,0.1398516356560866,0,Low Spenders
Undergraduate,Partner,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,54,0,1.3371218452281464,1,Moderate Spenders
PhD,Partner,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,55,1,2.7081852641554134,1,Moderate Spenders
Undergraduate,Alone,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,54,1,1.410235522004381,1,Moderate Spenders
PhD,Alone,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,50,1,1.339300459094362,1,Moderate Spenders
Postgraduate,Alone,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,73,2,1.727568601440669,1,Moderate Spenders
PhD,Partner,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,63,1,1.2930957604294862,1,Moderate Spenders
Undergraduate,Alone,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,42,0,1.447119780554709,1,Moderate Spenders
Undergraduate,Partner,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,72,0,2.438972707238515,1,Moderate Spenders
Undergraduate,Alone,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,39,0,0.442774721588622,0,Low Spenders
PhD,Partner,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,38,0,2.4242189166650507,0,Low Spenders
Postgraduate,Partner,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,43,1,1.1788667000362465,1,Moderate Spenders
Undergraduate,Alone,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,46,2,0.446729355245042,1,Moderate Spenders
Undergraduate,Partner,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,48,1,0.125719745543235,0,Low Spenders
Postgraduate,Alone,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,50,1,1.4655413665620902,1,Moderate Spenders
PhD,Partner,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,46,1,0.1468376190817276,0,Low Spenders
PhD,Partner,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,49,2,0.1475378424985629,0,Low Spenders
Postgraduate,Alone,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,52,2,0.3881864202855781,0,Low Spenders
PhD,Alone,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,54,2,0.3063109406785606,0,Low Spenders
Postgraduate,Partner,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,49,2,0.1171214158677829,0,Low Spenders
PhD,Partner,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,49,2,0.3131092337685355,0,Low Spenders
Undergraduate,Partner,59754.0,96,115,27,44,4,146,139,3,5,2,6,5,60,1,0.794925862703752,1,Moderate Spenders
Undergraduate,Alone,53700.0,94,263,5,233,69,41,83,4,5,5,8,5,73,1,1.292364990689013,1,Moderate Spenders
Undergraduate,Partner,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,52,2,0.1625988719703257,1,Moderate Spenders
PhD,Alone,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,68,1,0.6655972859855818,1,Moderate Spenders
Undergraduate,Alone,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,58,1,1.527311846221354,1,Moderate Spenders
PhD,Alone,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,63,1,1.0989219917485789,1,Moderate Spenders
Postgraduate,Partner,41021.0,12,14,7,9,6,16,12,2,2,0,3,6,56,1,0.1560176494965993,0,Low Spenders
PhD,Partner,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,50,1,0.3703427534610891,0,Low Spenders
Undergraduate,Partner,50183.0,47,97,12,84,13,10,15,7,3,1,6,5,45,2,0.4603152461989119,0,Low Spenders
Undergraduate,Partner,54753.0,87,197,107,227,7,59,131,3,5,2,11,4,66,1,1.3296075100907712,1,Moderate Spenders
Undergraduate,Partner,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,52,0,1.9127534828680544,1,Moderate Spenders
Undergraduate,Partner,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,52,1,0.2778524693017836,0,Low Spenders
PhD,Partner,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,51,1,0.0664816741819863,0,Low Spenders
Undergraduate,Partner,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,45,1,1.5042035900931603,0,Low Spenders
Undergraduate,Partner,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,37,0,1.4224818627625595,1,Moderate Spenders
PhD,Partner,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,57,3,0.1989878641969243,0,Low Spenders
Postgraduate,Partner,15716.0,8,16,5,30,8,7,26,3,3,0,4,8,37,1,0.5853906846525834,0,Low Spenders
Postgraduate,Alone,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,66,1,0.8314705683126736,1,Moderate Spenders
Postgraduate,Partner,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,54,0,1.941096893500304,1,Moderate Spenders
Undergraduate,Partner,83715.0,2,318,8,407,150,35,8,1,2,8,13,0,63,0,1.1061339067072806,1,Moderate Spenders
Postgraduate,Partner,82576.0,66,1206,55,445,168,18,18,1,2,4,12,1,66,0,2.3130207324161987,1,Moderate Spenders
Postgraduate,Partner,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,60,3,0.7215336540149574,1,Moderate Spenders
Undergraduate,Partner,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,73,2,0.2632758234371499,0,Low Spenders
Undergraduate,Partner,53103.0,70,729,17,133,11,0,195,5,10,6,7,7,71,1,2.043199065966141,1,Moderate Spenders
Postgraduate,Alone,46779.0,55,12,1,3,0,0,7,1,0,1,2,4,65,2,0.0491673614228606,0,Low Spenders
Undergraduate,Alone,4861.0,20,2,1,1,1,0,1,0,0,0,0,14,60,0,0.1234313927175478,0,Low Spenders
Postgraduate,Alone,33462.0,78,22,3,18,0,0,11,1,2,0,3,7,46,1,0.1613770844540075,0,Low Spenders
